axis,contrast,baseline,candidate,metric,threshold_mmh,n_pairs,mean_diff,median_diff,iqr,ci95_lo,ci95_hi,p_signflip_raw,p_signflip_n,inferential
AxisI,I5 - I4,I4,I5,CSI,30,3,0.023683519486945016,0.033349182658519855,0.018850687901157598,0.0,0.037701375802315196,1.0,3,no
AxisI,I5 - I4,I4,I5,POD,30,3,0.032120021121385796,0.045272078501338076,0.02554399243140966,0.0,0.05108798486281932,1.0,3,no
AxisI,I5 - I4,I4,I5,FAR,30,2,-0.021551161976336164,-0.021551161976336164,0.021392736230719966,-0.04294389820705613,-0.0001584257456161975,0.5,2,no
AxisI,I5 - I4,I4,I5,HSS,30,3,0.035276849338654014,0.04841340086184248,0.028708573577059776,0.0,0.05741714715411955,1.0,3,no
AxisI,I5 - I4,I4,I5,ACC,30,7,2.8293714206777717e-06,0.0,0.0,-1.0899135044960064e-06,9.57802776652932e-06,1.0,7,yes
AxisI,I5 - I4,I4,I5,BIAS,30,3,0.06438349704657871,0.08245985727029437,0.05534531693472089,0.0,0.11069063386944178,1.0,3,no
AxisII,P1 - P0,P0,P1,MAE_event,,7,0.020199055345220616,0.017844453277290832,0.008628185394261263,0.014237365290143507,0.027864084369291112,0.015625,7,yes
AxisII,P1 - P0,P0,P1,RMSE_event,,7,0.01930893390546427,0.012319903320955325,0.033515723692077795,0.0058420674357045335,0.03335890362182667,0.125,7,yes
AxisII,P1 - P0,P0,P1,SSIM_event_mean,,7,0.0015456947757396572,0.0010841386693056787,0.0007240081049157965,0.0009124681213246484,0.00244106248149096,0.015625,7,yes
AxisII,P1 - P0,P0,P1,CSI,5,4,-0.0074373638836494095,-0.007764885761761708,0.013240568712461067,-0.014471084373232385,-0.0004036433940664344,0.625,4,yes
AxisII,P1 - P0,P0,P1,POD,5,4,-0.019362173147953854,-0.02152662087841667,0.018297348379537504,-0.031193864413630035,-0.006998069498069498,0.625,4,yes
AxisII,P1 - P0,P0,P1,FAR,5,4,0.019378103313180815,0.015867018076281436,0.008228008959714518,0.013154052065524932,0.028465765091055695,0.125,4,yes
AxisII,P1 - P0,P0,P1,HSS,5,4,-0.005951745254948787,-0.005649692545667384,0.010785068859563268,-0.012105678186801028,0.00020218767690345293,0.625,4,yes
AxisII,P1 - P0,P0,P1,ACC,5,7,6.693212794733101e-05,0.0,3.0535808459575264e-07,-1.827907164626235e-05,0.0002189543539877611,1.0,7,yes
AxisII,P1 - P0,P0,P1,BIAS,5,4,-0.046534241898881806,-0.04304111513276648,0.014566393872731093,-0.06150088019064856,-0.035060730373230375,0.125,4,yes
AxisII,P1 - P0,P0,P1,CSI,10,4,-0.005244709339940007,-0.0038699037166605166,0.009777565483802236,-0.011152371107081727,0.0006629524272017129,1.0,4,yes
AxisII,P1 - P0,P0,P1,POD,10,4,-0.010531796138417024,-0.011049025634445125,0.017933148921970135,-0.01984770132653671,-0.001215890950297338,0.625,4,yes
AxisII,P1 - P0,P0,P1,FAR,10,3,0.007947311278636867,0.0062696802502220095,0.008371283588618272,0.00041484320422602305,0.017157410381462568,0.25,3,no
AxisII,P1 - P0,P0,P1,HSS,10,4,-0.005005622112266253,-0.004422142368343179,0.010111445277718997,-0.010694925021642071,0.0006836807971095649,1.0,4,yes
AxisII,P1 - P0,P0,P1,ACC,10,7,2.2832613208234598e-05,0.0,2.7268021195014924e-05,-8.096500318886615e-06,6.506086370588233e-05,1.0,7,yes
AxisII,P1 - P0,P0,P1,BIAS,10,4,-0.02218123895436297,-0.018945314619095432,0.023074295076696616,-0.04113445468390606,-0.006017419498920595,0.625,4,yes
AxisII,P1 - P0,P0,P1,CSI,20,3,0.01899924722383588,0.006114586073445838,0.024896130390392693,0.0005454474086382111,0.0503377081894236,0.25,3,no
AxisII,P1 - P0,P0,P1,POD,20,3,0.02303168558936755,0.010728328516001362,0.031291797860990386,-0.002108433734939741,0.06047516198704103,1.0,3,no
AxisII,P1 - P0,P0,P1,FAR,20,3,0.006703691242802272,0.006513409961685812,0.008041774739975915,-0.0012429428566154144,0.014840606623336416,1.0,3,no
AxisII,P1 - P0,P0,P1,HSS,20,3,0.02558885774222826,0.007162103043983015,0.03405746228003981,0.0007447728113110785,0.0688596973713907,0.25,3,no
AxisII,P1 - P0,P0,P1,ACC,20,7,4.36646925380416e-06,0.0,9.106465863051305e-06,1.188996550327559e-06,8.285229930032096e-06,1.0,7,yes
AxisII,P1 - P0,P0,P1,BIAS,20,3,0.029841580693738694,0.020050516886701564,0.049496148741835555,-0.014759036144578297,0.08423326133909281,1.0,3,no
AxisII,P1 - P0,P0,P1,CSI,30,3,0.002977624363046947,0.0012378044733523663,0.0038475343078942376,0.0,0.007695068615788475,1.0,3,no
AxisII,P1 - P0,P0,P1,POD,30,3,0.004736751380077768,0.0037842951750236553,0.005212979482604824,0.0,0.010425958965209647,1.0,3,no
AxisII,P1 - P0,P0,P1,FAR,30,2,-0.007276615148848614,-0.007276615148848614,0.009673145273496636,-0.01694976042234525,0.002396530124648022,1.0,2,no
AxisII,P1 - P0,P0,P1,HSS,30,3,0.004205014797129018,0.0018189397271696217,0.005398052332108716,0.0,0.010796104664217432,1.0,3,no
AxisII,P1 - P0,P0,P1,ACC,30,7,1.0311976254324357e-06,0.0,0.0,-1.3321165054369644e-06,4.425709381734271e-06,1.0,7,yes
AxisII,P1 - P0,P0,P1,BIAS,30,3,0.01169727199916959,0.017116413916146378,0.008987701040681195,0.0,0.01797540208136239,1.0,3,no
AxisII,P2 - P0,P0,P2,MAE_event,,7,-0.21031584941314355,-0.13416934557214774,0.13746471203766103,-0.41394473563900214,-0.0654472403091931,0.015625,7,yes
AxisII,P2 - P0,P0,P2,RMSE_event,,7,-0.3120735028286871,-0.32571356708978727,0.21536047117086107,-0.4690783945508101,-0.16947213084192564,0.015625,7,yes
AxisII,P2 - P0,P0,P2,SSIM_event_mean,,7,-0.07775808161687495,-0.06567894935640695,0.058572337327864044,-0.1294582469819622,-0.03466305616609119,0.015625,7,yes
AxisII,P2 - P0,P0,P2,CSI,5,4,-0.06286252789366807,-0.04673168666374369,0.06988099875799327,-0.14226894014530891,0.00041304312804839316,0.625,4,yes
AxisII,P2 - P0,P0,P2,POD,5,4,0.12032195292794592,0.141612248407114,0.036125803651662264,0.059213057922990725,0.16014055245373304,0.125,4,yes
AxisII,P2 - P0,P0,P2,FAR,5,4,-0.1767037095581214,-0.18940967271852915,0.12460948553167361,-0.2862472690540667,-0.05445418690176841,0.625,4,yes
AxisII,P2 - P0,P0,P2,HSS,5,4,-0.06042254721273364,-0.04341292429047977,0.08533910228828533,-0.1511271887989642,0.013272471451243061,0.625,4,yes
AxisII,P2 - P0,P0,P2,ACC,5,7,-0.00854001368749938,-1.3125840053751503e-06,0.004309881301153284,-0.0231566892115511,-9.443907981538617e-05,1.0,7,yes
AxisII,P2 - P0,P0,P2,BIAS,5,4,-0.40910810116946766,-0.30003598785161373,0.4370639731909656,-0.9788670077026683,0.05157869204587909,0.625,4,yes
AxisII,P2 - P0,P0,P2,CSI,10,4,-0.05372809726434451,-0.054333756895264484,0.03560277668710131,-0.09176016936222141,-0.015090365535547628,0.625,4,yes
AxisII,P2 - P0,P0,P2,POD,10,4,0.1692739534707829,0.20143938545576828,0.13218779280954435,0.06096543504171634,0.25903939156923017,0.625,4,yes
AxisII,P2 - P0,P0,P2,FAR,10,3,-0.28143066115559723,-0.2798607053694153,0.005800574953987503,-0.2880162140026757,-0.2764150640947006,0.25,3,no
AxisII,P2 - P0,P0,P2,HSS,10,4,-0.057668277002991555,-0.0564703207507368,0.03322104543745817,-0.10178506169188667,-0.014749448566351206,0.125,4,yes
AxisII,P2 - P0,P0,P2,ACC,10,7,-0.0027278594450174587,-6.56292002632064e-07,0.0025175790938120057,-0.006744680442015816,-0.00013036437010540056,1.0,7,yes
AxisII,P2 - P0,P0,P2,BIAS,10,4,-0.28026537432613496,-0.6547581616168106,0.5582937471592602,-0.7682874857243748,0.5687425506555422,0.625,4,yes
AxisII,P2 - P0,P0,P2,CSI,20,3,0.06553645798956616,0.0350505977316701,0.05737624562667851,0.02340314249183567,0.13815563374519269,0.25,3,no
AxisII,P2 - P0,P0,P2,POD,20,3,0.18106556498054635,0.14036144578313253,0.10311801256977485,0.0982996120094784,0.3045356371490281,0.25,3,no
AxisII,P2 - P0,P0,P2,FAR,20,3,-0.15648418261217517,-0.17026777469990767,0.06847155262239085,-0.21806393919069977,-0.08112083394591807,0.25,3,no
AxisII,P2 - P0,P0,P2,HSS,20,3,0.08294816179217722,0.04579607097034166,0.07486508585987897,0.02665912134321602,0.17638929306297393,0.25,3,no
AxisII,P2 - P0,P0,P2,ACC,20,7,-0.00013575425780712865,0.0,0.00014661354993389386,-0.00032348360203058945,-8.304102891162504e-06,1.0,7,yes
AxisII,P2 - P0,P0,P2,BIAS,20,3,0.49130689288984547,0.5313253012048192,0.16369151213157218,0.3076061766007864,0.6349892008639308,0.25,3,no
AxisII,P2 - P0,P0,P2,CSI,30,3,0.03540345046327589,0.03430123227362225,0.035954559558102714,0.0,0.07190911911620543,1.0,3,no
AxisII,P2 - P0,P0,P2,POD,30,3,0.07766624440774177,0.08893093661305582,0.07203389830508473,0.0,0.14406779661016947,1.0,3,no
AxisII,P2 - P0,P0,P2,FAR,30,2,-0.10929149747167993,-0.10929149747167993,0.033184082503900036,-0.14247557997557997,-0.0761074149677799,0.5,2,no
AxisII,P2 - P0,P0,P2,HSS,30,3,0.048204104557257016,0.049068924384069734,0.047780584997748295,-8.89035389763373e-06,0.09555227964159896,1.0,3,no
AxisII,P2 - P0,P0,P2,ACC,30,7,-3.9847111903476164e-05,0.0,2.6642330109127865e-05,-0.00010431714707664115,-8.304102891194225e-07,1.0,7,yes
AxisII,P2 - P0,P0,P2,BIAS,30,3,0.3380845739637263,0.336802270577105,0.031033417964729304,0.3076923076923077,0.3697591436217664,0.25,3,no
AxisII,P3 - P0,P0,P3,MAE_event,,7,-0.07990800104642218,-0.007007816268435786,0.06189153679942765,-0.22236462051909894,0.007393077428598344,1.0,7,yes
AxisII,P3 - P0,P0,P3,RMSE_event,,7,-0.1520565183584976,-0.07931396449234697,0.1862684640474897,-0.3116118019958315,-0.031706419984630814,0.453125,7,yes
AxisII,P3 - P0,P0,P3,SSIM_event_mean,,7,-0.02408271708683894,-0.007435734694888896,0.0187930381907076,-0.05941663111873918,-0.0017912937988425273,0.453125,7,yes
AxisII,P3 - P0,P0,P3,CSI,5,4,-0.05164877409931743,-0.035508826671211025,0.05275044433197756,-0.10473635568297489,-0.012541553218684706,0.125,4,yes
AxisII,P3 - P0,P0,P3,POD,5,4,0.0974566288760024,0.12369078286313367,0.03733375040842232,0.031209781209781212,0.1374693225550923,0.625,4,yes
AxisII,P3 - P0,P0,P3,FAR,5,4,-0.16884021466864266,-0.16551272938793843,0.08875714669911738,-0.23605286968561787,-0.10495504493237168,0.125,4,yes
AxisII,P3 - P0,P0,P3,HSS,5,4,-0.052790408739225955,-0.03327307258842471,0.058436704936404196,-0.10796446995168382,-0.011249569509841385,0.125,4,yes
AxisII,P3 - P0,P0,P3,ACC,5,7,-0.005890650692796944,-1.6407300067466934e-06,0.003467196509951642,-0.015689993759844145,-7.206488000946873e-05,1.0,7,yes
AxisII,P3 - P0,P0,P3,BIAS,5,4,-0.2812911019657644,-0.20939999683756344,0.30095895594618494,-0.6916036677838052,0.05713035872407543,0.625,4,yes
AxisII,P3 - P0,P0,P3,CSI,10,4,-0.05603566204930875,-0.055126107368046046,0.028721741689266292,-0.09915782971720527,-0.013823049062674939,0.625,4,yes
AxisII,P3 - P0,P0,P3,POD,10,4,0.1708397125132842,0.2100333944366194,0.10959294747794765,0.05980333730631704,0.2512527052025831,0.625,4,yes
AxisII,P3 - P0,P0,P3,FAR,10,3,-0.2861136491241662,-0.28830917906939846,0.006593639493683745,-0.29160952364523374,-0.2784222446578663,0.25,3,no
AxisII,P3 - P0,P0,P3,HSS,10,4,-0.06092515894348932,-0.058339154291308565,0.045838334518432916,-0.10750404390607159,-0.016932278633087803,0.125,4,yes
AxisII,P3 - P0,P0,P3,ACC,10,7,-0.0030183119997547747,-3.2814600126052085e-07,0.002601845554573823,-0.007568026476935885,-0.00012076777378037093,1.0,7,yes
AxisII,P3 - P0,P0,P3,BIAS,10,4,-0.43745256610570826,-0.6472543658692632,0.5410070048081833,-0.8603384898224872,0.1836561382598331,0.625,4,yes
AxisII,P3 - P0,P0,P3,CSI,20,3,0.06562747834918495,0.03728613142807888,0.05486545539605303,0.02493269641368495,0.134663607205791,0.25,3,no
AxisII,P3 - P0,P0,P3,POD,20,3,0.20621798168254313,0.1566265060240964,0.105919325844605,0.12509439366716146,0.3369330453563715,0.25,3,no
AxisII,P3 - P0,P0,P3,FAR,20,3,-0.1777685089380665,-0.1805451458953909,0.07335525927604541,-0.2497354497354497,-0.10302493118335887,0.25,3,no
AxisII,P3 - P0,P0,P3,HSS,20,3,0.08308489596855541,0.048625732011529366,0.07205716617327196,0.02825731177379648,0.17237164412034037,0.25,3,no
AxisII,P3 - P0,P0,P3,ACC,20,7,-0.00018502946228603014,0.0,0.00017696965939156817,-0.0004539628672057657,-1.2456154336743757e-05,1.0,7,yes
AxisII,P3 - P0,P0,P3,BIAS,20,3,0.41259508850739834,0.48380129589632825,0.13083934048827134,0.2461526443246621,0.5078313253012048,0.25,3,no
AxisII,P3 - P0,P0,P3,CSI,30,3,0.036017684093951875,0.0333717383193978,0.03734065698122892,0.0,0.07468131396245783,1.0,3,no
AxisII,P3 - P0,P0,P3,POD,30,3,0.08101089166400116,0.0898770104068117,0.07657783229259589,0.0,0.15315566458519178,1.0,3,no
AxisII,P3 - P0,P0,P3,FAR,30,2,-0.11503923148915646,-0.11503923148915646,0.033338652564034565,-0.14837788405319102,-0.08170057892512189,0.5,2,no
AxisII,P3 - P0,P0,P3,HSS,30,3,0.04892454872868641,0.04777288131299823,0.04950927279042814,-8.89035389763373e-06,0.09900965522695865,1.0,3,no
AxisII,P3 - P0,P0,P3,ACC,30,7,-4.4452638664768275e-05,0.0,2.8196466032137657e-05,-0.00011724564969022617,-8.304102891194225e-07,1.0,7,yes
AxisII,P3 - P0,P0,P3,BIAS,30,3,0.3517552945692586,0.34910122989593195,0.04539001921361424,0.3076923076923077,0.39847234611953625,0.25,3,no
